Iteration, Minimum cost
19900, 57
20000, 57
20100, 57
20200, 57
20300, 57
20400, 57
20500, 57
20600, 57
20700, 57
20800, 57
20900, 57
21000, 57
21100, 57
21200, 57
21300, 57
21400, 57
21500, 57
21600, 57
21700, 57
21800, 57
21900, 57
22000, 57
22100, 57
22200, 57
22300, 57
22400, 57
22500, 57
22600, 57
22700, 57
22800, 57
22900, 57
23000, 57
23100, 57
23200, 57
23300, 57
23400, 57
23500, 57
23600, 57
23700, 57
23800, 57
23900, 57
24000, 57
24100, 57
24200, 57
24300, 57
24400, 57
24500, 57
24600, 57
24700, 57
24800, 57
24900, 56
25000, 56
25100, 56
25200, 56
25300, 56
25400, 56
25500, 56
25600, 56
25700, 56
25800, 56
25900, 56
26000, 56
26100, 56
26200, 56
26300, 55
26400, 55
26500, 55
26600, 55
26700, 55
26800, 55
26900, 55
27000, 55
27100, 55
27200, 55
27300, 55
27400, 55
27500, 55
27600, 55
27700, 55
27800, 55
27900, 55
28000, 55
28100, 54
28200, 54
28300, 54
28400, 54
28500, 54
28600, 54
28700, 54
28800, 54
28900, 54
29000, 54
29100, 54
29200, 54
29300, 54
29400, 54
29500, 54
29600, 54
29700, 54
29800, 54
29900, 54
30000, 53
30100, 53
30200, 53
30300, 53
30400, 53
30500, 53
30600, 52
30700, 52
30800, 52
30900, 52
31000, 52
31100, 52
31200, 52
31300, 52
31400, 52
31500, 52
31600, 52
31700, 52
31800, 52
31900, 52
32000, 52
32100, 52
32200, 52
32300, 52
32400, 52
32500, 52
32600, 52
32700, 52
32800, 52
32900, 52
33000, 52
33100, 52
33200, 52
33300, 52
33400, 52
33500, 52
33600, 52
33700, 52
33800, 52
33900, 52
34000, 52
34100, 52
34200, 52
34300, 52
34400, 52
34500, 52
34600, 52
34700, 52
34800, 52
34900, 52
35000, 52
35100, 52
35200, 52
35300, 52
35400, 52
35500, 52
35600, 52
35700, 52
35800, 52
35900, 52
36000, 52
36100, 52
36200, 52
36300, 52
36400, 52
36500, 52
36600, 52
36700, 52
36800, 52
36900, 52
37000, 52
37100, 52
37200, 52
37300, 52
37400, 52
37500, 52
37600, 52
37700, 52
37800, 52
37900, 52
38000, 52
38100, 52
38200, 52
38300, 52
38400, 52
38500, 52
38600, 52
38700, 52
38800, 52
38900, 52
39000, 52
39100, 52
39200, 52
39300, 52
39400, 52
39500, 52
39600, 52
39700, 52
39800, 52
39900, 52
40000, 52
40100, 52
40200, 52
40300, 52
40400, 52
40500, 52
40600, 52
40700, 52
40800, 52
40900, 52
41000, 52
41100, 52
41200, 52
41300, 52
41400, 52
41500, 52
41600, 52
41700, 52
41800, 52
41900, 52
42000, 52
42100, 52
42200, 52
42300, 52
42400, 52
42500, 52
42600, 52
42700, 52
42800, 52
42900, 52
43000, 52
43100, 52
43200, 52
43300, 52
43400, 52
43500, 52
43600, 52
43700, 52
43800, 52
43900, 52
44000, 52
44100, 52
44200, 52
44300, 52
44400, 52
44500, 52
44600, 52
44700, 52
44800, 52
44900, 52
45000, 52
45100, 52
45200, 52
45300, 52
45400, 52
45500, 52
45600, 52
45700, 52
45800, 52
45900, 51
46000, 51
46100, 51
46200, 51
46300, 51
46400, 51
46500, 51
46600, 51
46700, 51
46800, 51
46900, 51
47000, 51
47100, 51
47200, 51
47300, 51
47400, 51
47500, 51
47600, 51
47700, 51
47800, 51
47900, 51
48000, 51
48100, 51
48200, 51
48300, 51
48400, 51
48500, 51
48600, 51
48700, 51
48800, 51
48900, 51
49000, 51
49100, 51
49200, 51
49300, 51
49400, 51
49500, 51
49600, 51
49700, 51
49800, 51
49900, 51
50000, 51
50100, 51
50200, 51
50300, 51
50400, 51
50500, 51
50600, 51
50700, 51
50800, 51
50900, 51
51000, 51
51100, 51
51200, 51
51300, 51
51400, 51
51500, 51
51600, 51
51700, 51
51800, 51
51900, 51
52000, 51
52100, 51
52200, 51
52300, 51
52400, 51
52500, 51
52600, 51
52700, 51
52800, 51
52900, 51
53000, 51
53100, 51
53200, 51
53300, 51
53400, 51
53500, 51
53600, 51
53700, 51
53800, 51
53900, 51
54000, 51
54100, 51
54200, 51
54300, 51
54400, 51
54500, 51
54600, 51
54700, 51
54800, 51
54900, 51
55000, 51
55100, 51
55200, 51
55300, 51
55400, 51
55500, 51
55600, 51
55700, 51
55800, 51
55900, 51
56000, 51
56100, 51
56200, 51
56300, 51
56400, 51
56500, 51
56600, 51
56700, 51
56800, 51
56900, 51
57000, 51
57100, 51
57200, 51
57300, 51
57400, 51
57500, 51
57600, 51
57700, 51
57800, 51
57900, 51
58000, 51
58100, 51
58200, 51
58300, 51
58400, 51
58500, 51
58600, 51
58700, 51
58800, 51
58900, 51
59000, 51
59100, 51
59200, 51
59300, 51
59400, 51
59500, 51
59600, 51
59700, 51
59800, 51
59900, 51
60000, 51
60100, 51
60200, 51
60300, 51
60400, 51
60500, 51
60600, 51
60700, 51
60800, 51
60900, 51
61000, 51
61100, 51
61200, 51
61300, 51
61400, 51
61500, 51
61600, 51
61700, 51
61800, 51
61900, 51
62000, 51
62100, 51
62200, 51
62300, 51
62400, 51
62500, 51
62600, 51
62700, 51
62800, 51
62900, 51
63000, 51
63100, 51
63200, 51
63300, 51
63400, 51
63500, 51
63600, 51
63700, 51
63800, 51
63900, 51
64000, 51
64100, 51
64200, 51
64300, 51
64400, 51
64500, 51
64600, 51
64700, 51
64800, 51
64900, 51
65000, 51
65100, 51
65200, 51
65300, 51
65400, 51
65500, 51
65600, 51
65700, 51
65800, 51
65900, 51
66000, 51
66100, 51
66200, 51
66300, 51
66400, 51
66500, 51
66600, 51
66700, 51
66800, 51
66900, 51
67000, 51
67100, 51
67200, 51
67300, 51
67400, 51
67500, 51
67600, 51
67700, 51
67800, 51
67900, 51
68000, 51
68100, 51
68200, 51
68300, 51
68400, 51
68500, 51
68600, 51
68700, 51
68800, 51
68900, 51
69000, 51
69100, 51
69200, 51
69300, 51
69400, 51
69500, 51
69600, 51
69700, 51
69800, 51
69900, 51
70000, 50
70100, 50
70200, 48
70300, 48
70400, 48
70500, 48
70600, 48
70700, 48
70800, 48
70900, 48
71000, 48
71100, 48
71200, 48
71300, 47
71400, 47
71500, 47
71600, 47
71700, 47
71800, 47
71900, 47
72000, 47
72100, 47
72200, 47
72300, 47
72400, 47
72500, 47
72600, 47
72700, 47
72800, 47
72900, 47
73000, 47
73100, 47
73200, 47
73300, 47
73400, 47
73500, 47
73600, 47
73700, 47
73800, 47
73900, 47
74000, 47
74100, 47
74200, 47
74300, 47
74400, 47
74500, 47
74600, 47
74700, 47
74800, 47
74900, 47
75000, 47
75100, 47
75200, 47
75300, 47
75400, 47
75500, 47
75600, 47
75700, 47
75800, 47
75900, 47
76000, 47
76100, 47
76200, 47
76300, 47
76400, 47
76500, 47
76600, 47
76700, 47
76800, 47
76900, 47
77000, 47
77100, 47
77200, 47
77300, 47
77400, 47
77500, 47
77600, 47
77700, 47
77800, 47
77900, 47
78000, 47
78100, 47
78200, 47
78300, 47
78400, 47
78500, 47
78600, 47
78700, 47
78800, 47
78900, 47
79000, 47
79100, 47
79200, 47
79300, 47
79400, 47
79500, 47
79600, 47
79700, 47
79800, 47
79900, 47
80000, 47
80100, 47
80200, 47
80300, 47
80400, 47
80500, 47
80600, 47
80700, 47
80800, 47
80900, 47
81000, 47
81100, 47
81200, 47
81300, 47
81400, 47
81500, 47
81600, 47
81700, 47
81800, 47
81900, 47
82000, 47
82100, 47
82200, 47
82300, 47
82400, 47
82500, 47
82600, 47
82700, 47
82800, 47
82900, 47
83000, 47
83100, 47
83200, 47
83300, 47
83400, 47
83500, 47
83600, 47
83700, 47
83800, 47
83900, 47
84000, 47
84100, 47
84200, 47
84300, 47
84400, 47
84500, 47
84600, 47
84700, 47
84800, 47
84900, 47
85000, 47
85100, 47
85200, 47
85300, 47
85400, 47
85500, 47
85600, 47
85700, 47
85800, 47
85900, 47
86000, 47
86100, 47
86200, 47
86300, 47
86400, 47
86500, 47
86600, 47
86700, 47
86800, 47
86900, 47
87000, 47
87100, 47
87200, 47
87300, 47
87400, 47
87500, 47
87600, 47
87700, 47
87800, 47
87900, 47
88000, 47
88100, 47
88200, 47
88300, 47
88400, 47
88500, 47
88600, 47
88700, 47
88800, 47
88900, 47
89000, 47
89100, 47
89200, 47
89300, 47
89400, 47
89500, 47
89600, 47
89700, 47
89800, 47
89900, 47
90000, 47
90100, 47
90200, 47
90300, 47
90400, 47
90500, 47
90600, 47
90700, 47
90800, 47
90900, 47
91000, 47
91100, 47
91200, 47
91300, 47
91400, 47
91500, 47
91600, 47
91700, 47
91800, 47
91900, 47
92000, 47
92100, 47
92200, 47
92300, 47
92400, 47
92500, 47
92600, 47
92700, 47
92800, 47
92900, 47
93000, 47
93100, 47
93200, 47
93300, 47
93400, 47
93500, 47
93600, 47
93700, 47
93800, 47
93900, 47
94000, 47
94100, 47
94200, 47
94300, 47
94400, 47
94500, 47
94600, 47
94700, 47
94800, 47
94900, 47
95000, 47
95100, 47
95200, 47
95300, 47
95400, 47
95500, 47
95600, 47
95700, 47
95800, 47
95900, 47
96000, 47
96100, 47
96200, 47
96300, 47
96400, 47
96500, 47
96600, 47
96700, 47
96800, 47
96900, 47
97000, 47
97100, 47
97200, 47
97300, 47
97400, 47
97500, 47
97600, 47
97700, 47
97800, 47
97900, 47
98000, 47
98100, 47
98200, 47
98300, 47
98400, 47
98500, 47
98600, 47
98700, 47
98800, 47
98900, 47
99000, 47
99100, 47
99200, 47
99300, 47
99400, 47
99500, 47
99600, 47
99700, 47
99800, 47
99900, 47
100000, 47
100100, 47
100200, 47
100300, 47
100400, 47
100500, 47
100600, 47
100700, 47
100800, 47
100900, 47
101000, 47
101100, 47
101200, 47
101300, 47
101400, 47
101500, 47
101600, 47
101700, 47
101800, 47
101900, 47
102000, 47
102100, 47
102200, 47
102300, 47
102400, 47
102500, 47
102600, 47
102700, 47
102800, 47
102900, 47
103000, 47
103100, 47
103200, 47
103300, 47
103400, 47
103500, 47
103600, 47
103700, 47
103800, 47
103900, 47
104000, 47
104100, 47
104200, 47
104300, 47
104400, 47
104500, 47
104600, 47
104700, 47
104800, 47
104900, 47
105000, 47
105100, 47
105200, 47
105300, 47
105400, 47
105500, 47
105600, 47
105700, 47
105800, 47
105900, 47
106000, 47
106100, 47
106200, 47
106300, 47
106400, 47
106500, 47
106600, 47
106700, 47
106800, 47
106900, 47
107000, 47
107100, 47
107200, 47
107300, 47
107400, 47
107500, 47
107600, 47
107700, 46
107800, 46
107900, 46
108000, 46
108100, 46
108200, 46
108300, 46
108400, 46
108500, 46
108600, 46
108700, 46
108800, 46
108900, 46
109000, 46
109100, 46
109200, 46
109300, 46
109400, 46
109500, 46
109600, 46
109700, 46
109800, 46
109900, 46
110000, 46
110100, 46
110200, 46
110300, 46
110400, 46
110500, 46
110600, 46
110700, 46
110800, 46
110900, 46
111000, 46
111100, 46
111200, 46
111300, 46
111400, 46
111500, 46
111600, 46
111700, 46
111800, 46
111900, 46
112000, 46
112100, 46
112200, 46
112300, 46
112400, 46
112500, 46
112600, 46
112700, 46
112800, 46
112900, 46
113000, 46
113100, 46
113200, 46
113300, 46
113400, 46
113500, 46
113600, 46
113700, 46
113800, 46
113900, 46
114000, 46
114100, 46
114200, 44
114300, 44
114400, 44
114500, 44
114600, 44
114700, 44
114800, 44
114900, 44
115000, 44
115100, 44
115200, 44
115300, 44
115400, 44
115500, 44
115600, 44
115700, 44
115800, 44
115900, 44
116000, 44
116100, 44
116200, 44
116300, 44
116400, 44
116500, 44
116600, 44
116700, 44
116800, 44
116900, 44
117000, 44
117100, 44
117200, 44
117300, 44
117400, 44
117500, 44
117600, 44
117700, 44
117800, 44
117900, 44
118000, 44
118100, 44
118200, 44
118300, 44
118400, 44
118500, 44
118600, 44
118700, 44
118800, 44
118900, 44
119000, 44
119100, 44
119200, 44
119300, 44
119400, 44
119500, 44
119600, 44
119700, 44
119800, 44
119900, 44
120000, 44
120100, 44
120200, 44
120300, 44
120400, 44
120500, 44
120600, 44
120700, 44
120800, 44
120900, 44
121000, 44
121100, 44
121200, 44
121300, 44
121400, 44
121500, 44
121600, 44
121700, 44
121800, 44
121900, 44
122000, 44
122100, 44
122200, 44
122300, 44
122400, 44
122500, 44
122600, 44
122700, 44
122800, 44
122900, 44
123000, 44
123100, 44
123200, 44
123300, 44
123400, 44
123500, 44
123600, 44
123700, 44
123800, 44
123900, 44
124000, 44
124100, 44
124200, 44
124300, 44
124400, 44
124500, 44
124600, 44
124700, 44
124800, 44
124900, 44
125000, 44
125100, 44
125200, 44
125300, 44
125400, 44
125500, 44
125600, 44
125700, 44
125800, 44
125900, 44
126000, 44
126100, 44
126200, 44
126300, 44
126400, 44
126500, 44
126600, 44
126700, 44
126800, 44
126900, 44
127000, 44
127100, 44
127200, 44
127300, 44
127400, 44
127500, 44
127600, 44
127700, 44
127800, 44
127900, 44
128000, 44
128100, 44
128200, 44
128300, 44
128400, 44
128500, 44
128600, 44
128700, 44
128800, 44
128900, 44
129000, 44
129100, 44
129200, 44
129300, 44
129400, 44
129500, 44
129600, 44
129700, 44
129800, 44
129900, 44
130000, 44
130100, 44
130200, 44
130300, 44
130400, 44
130500, 44
130600, 44
130700, 44
130800, 44
130900, 44
131000, 44
131100, 44
131200, 44
131300, 44
131400, 44
131500, 44
131600, 44
131700, 44
131800, 44
131900, 44
132000, 44
132100, 44
132200, 44
132300, 44
132400, 44
132500, 44
132600, 44
132700, 44
132800, 44
132900, 44
133000, 44
133100, 44
133200, 44
133300, 44
133400, 44
133500, 44
133600, 44
133700, 44
133800, 44
133900, 44
134000, 44
134100, 44
134200, 44
134300, 44
134400, 43
134500, 43
134600, 43
134700, 43
134800, 43
134900, 43
135000, 43
135100, 43
135200, 43
135300, 43
135400, 43
135500, 43
135600, 43
135700, 43
135800, 43
135900, 43
136000, 43
136100, 43
136200, 43
136300, 43
136400, 43
136500, 43
136600, 43
136700, 43
136800, 43
136900, 43
137000, 43
137100, 43
137200, 43
137300, 43
137400, 43
137500, 43
137600, 43
137700, 43
137800, 43
137900, 43
138000, 43
138100, 43
138200, 43
138300, 43
138400, 43
138500, 43
138600, 43
138700, 43
138800, 43
138900, 43
139000, 43
139100, 43
139200, 43
139300, 43
139400, 43
139500, 43
139600, 43
139700, 43
139800, 43
139900, 43
140000, 43
140100, 43
140200, 43
140300, 43
140400, 43
140500, 43
140600, 43
140700, 43
140800, 43
140900, 43
141000, 43
141100, 43
141200, 43
141300, 43
141400, 43
141500, 43
141600, 43
141700, 43
141800, 43
141900, 43
142000, 43
142100, 43
142200, 43
142300, 43
142400, 43
142500, 43
142600, 43
142700, 43
142800, 43
142900, 43
143000, 43
143100, 43
143200, 43
143300, 43
143400, 43
143500, 43
143600, 43
143700, 43
143800, 43
143900, 43
144000, 43
144100, 43
144200, 43
144300, 43
144400, 43
144500, 43
144600, 43
144700, 43
144800, 43
144900, 43
145000, 43
145100, 43
145200, 43
145300, 43
145400, 43
145500, 43
145600, 43
145700, 43
145800, 43
145900, 43
146000, 43
146100, 43
146200, 43
146300, 43
146400, 43
146500, 43
146600, 43
146700, 43
146800, 43
146900, 43
147000, 43
147100, 43
147200, 43
147300, 43
147400, 43
147500, 43
147600, 43
147700, 43
147800, 43
147900, 43
148000, 43
148100, 43
148200, 43
148300, 43
148400, 43
148500, 43
148600, 43
148700, 43
148800, 43
148900, 43
149000, 43
149100, 43
149200, 43
149300, 43
149400, 43
149500, 43
149600, 43
149700, 43
149800, 43
149900, 43
150000, 43
150100, 43
150200, 43
150300, 43
150400, 43
150500, 43
150600, 43
150700, 43
150800, 43
150900, 43
151000, 43
151100, 43
151200, 43
151300, 43
151400, 43
151500, 43
151600, 43
151700, 43
151800, 43
151900, 43
152000, 43
152100, 43
152200, 43
152300, 43
152400, 43
152500, 43
152600, 43
152700, 43
152800, 43
152900, 43
153000, 43
153100, 43
153200, 43
153300, 43
153400, 43
153500, 43
153600, 43
153700, 43
153800, 43
153900, 43
154000, 43
154100, 43
154200, 43
154300, 43
154400, 43
154500, 43
154600, 43
154700, 43
154800, 43
154900, 43
155000, 43
155100, 43
155200, 43
155300, 43
155400, 43
155500, 43
155600, 43
155700, 43
155800, 43
155900, 43
156000, 43
156100, 43
156200, 43
156300, 43
156400, 43
156500, 43
156600, 43
156700, 43
156800, 43
156900, 43
157000, 43
157100, 43
157200, 43
157300, 43
157400, 43
157500, 43
157600, 43
157700, 43
157800, 43
157900, 43
158000, 43
158100, 43
158200, 43
158300, 43
158400, 43
158500, 43
158600, 43
158700, 43
158800, 43
158900, 43
159000, 43
159100, 43
159200, 43
159300, 43
159400, 43
159500, 43
159600, 43
159700, 43
159800, 43
159900, 43
160000, 43
160100, 43
160200, 43
160300, 43
160400, 43
160500, 43
160600, 43
160700, 43
160800, 43
160900, 43
161000, 43
161100, 43
161200, 43
161300, 43
161400, 43
161500, 43
161600, 43
161700, 43
161800, 43
161900, 43
162000, 43
162100, 43
162200, 43
162300, 43
162400, 43
162500, 43
162600, 43
162700, 43
162800, 43
162900, 43
163000, 43
163100, 43
163200, 43
163300, 43
163400, 43
163500, 43
163600, 43
163700, 43
163800, 43
163900, 43
164000, 43
164100, 43
164200, 43
164300, 43
164400, 43
164500, 43
164600, 43
164700, 43
164800, 43
164900, 43
165000, 43
165100, 43
165200, 43
165300, 43
165400, 43
165500, 43
165600, 43
165700, 43
165800, 43
165900, 43
166000, 43
166100, 43
166200, 43
166300, 43
166400, 43
166500, 43
166600, 43
166700, 43
166800, 43
166900, 43
167000, 43
167100, 43
167200, 43
167300, 43
167400, 43
167500, 43
167600, 43
167700, 43
167800, 43
167900, 43
168000, 43
168100, 43
168200, 43
168300, 43
168400, 43
168500, 43
168600, 43
168700, 43
168800, 43
168900, 43
169000, 43
169100, 43
169200, 43
169300, 43
169400, 43
169500, 43
169600, 43
169700, 43
169800, 43
169900, 43
170000, 43
170100, 43
170200, 43
170300, 43
170400, 43
170500, 43
170600, 43
170700, 43
170800, 43
170900, 43
171000, 43
171100, 43
171200, 43
171300, 43
171400, 43
171500, 43
171600, 43
171700, 43
171800, 43
171900, 43
172000, 43
172100, 43
172200, 43
172300, 43
172400, 43
172500, 43
172600, 43
172700, 43
172800, 43
172900, 43
173000, 43
173100, 43
173200, 43
173300, 43
173400, 43
173500, 43
173600, 43
173700, 43
173800, 43
173900, 43
174000, 43
174100, 43
174200, 43
174300, 43
174400, 43
174500, 43
174600, 43
174700, 43
174800, 43
174900, 43
175000, 43
175100, 43
175200, 43
175300, 43
175400, 43
175500, 43
175600, 43
175700, 43
175800, 43
175900, 43
176000, 43
176100, 43
176200, 43
176300, 43
176400, 43
176500, 43
176600, 43
176700, 43
176800, 43
176900, 43
177000, 43
177100, 43
177200, 43
177300, 43
177400, 43
177500, 43
177600, 43
177700, 43
177800, 43
177900, 43
178000, 43
178100, 43
178200, 43
178300, 43
178400, 43
178500, 43
178600, 43
178700, 43
178800, 43
178900, 43
179000, 43
179100, 43
179200, 43
179300, 43
179400, 43
179500, 43
179600, 43
179700, 43
179800, 43
179900, 43
180000, 43
180100, 43
180200, 43
180300, 43
180400, 43
180500, 43
180600, 43
180700, 43
180800, 43
180900, 43
181000, 43
181100, 43
181200, 43
181300, 43
181400, 43
181500, 43
181600, 43
181700, 43
181800, 43
181900, 43
182000, 43
182100, 43
182200, 43
182300, 43
182400, 43
182500, 43
182600, 43
182700, 43
182800, 43
182900, 43
183000, 43
183100, 43
183200, 43
183300, 43
183400, 43
183500, 43
183600, 43
183700, 43
183800, 43
183900, 43
184000, 43
184100, 43
184200, 43
184300, 43
184400, 43
184500, 43
184600, 43
184700, 43
184800, 43
184900, 43
185000, 43
185100, 43
185200, 43
185300, 43
185400, 43
185500, 43
185600, 43
185700, 43
185800, 43
185900, 43
186000, 43
186100, 43
186200, 43
186300, 43
186400, 43
186500, 43
186600, 43
186700, 43
186800, 43
186900, 43
187000, 43
187100, 43
187200, 43
187300, 43
187400, 43
187500, 43
187600, 43
187700, 43
187800, 43
187900, 43
188000, 43
188100, 43
188200, 43
188300, 43
188400, 43
188500, 43
188600, 43
188700, 43
188800, 43
188900, 43
189000, 43
189100, 43
189200, 43
189300, 43
189400, 43
189500, 43
189600, 43
189700, 43
189800, 43
189900, 43
190000, 43
190100, 43
190200, 43
190300, 43
190400, 43
190500, 43
190600, 43
190700, 43
190800, 43
190900, 43
191000, 43
191100, 43
191200, 43
191300, 43
191400, 43
191500, 43
191600, 43
191700, 43
191800, 43
191900, 43
192000, 43
192100, 43
192200, 43
192300, 43
192400, 43
192500, 42
192600, 42
192700, 42
192800, 42
192900, 42
193000, 42
193100, 42
193200, 42
193300, 41
193400, 41
193500, 41
193600, 41
193700, 41
193800, 41
193900, 41
194000, 41
194100, 41
194200, 41
194300, 41
194400, 41
194500, 41
194600, 41
194700, 41
194800, 41
194900, 41
195000, 41
195100, 41
195200, 41
195300, 41
195400, 41
195500, 41
195600, 41
195700, 41
195800, 41
195900, 41
196000, 41
196100, 41
196200, 41
196300, 41
196400, 41
196500, 41
196600, 41
196700, 41
196800, 41
196900, 41
197000, 41
197100, 41
197200, 41
197300, 41
197400, 41
197500, 41
197600, 41
197700, 41
197800, 41
197900, 41
198000, 41
198100, 41
198200, 41
198300, 41
198400, 41
198500, 41
198600, 41
198700, 41
198800, 41
198900, 41
199000, 41
199100, 41
199200, 41
199300, 41
199400, 41
199500, 41
199600, 41
199700, 41
199800, 41
199900, 41
200000, 41
200100, 41
200200, 41
200300, 41
200400, 41
200500, 41
200600, 41
200700, 41
200800, 41
200900, 41
201000, 41
201100, 41
201200, 41
201300, 41
201400, 41
201500, 41
201600, 41
201700, 41
201800, 41
201900, 41
202000, 41
202100, 41
202200, 41
202300, 41
202400, 41
202500, 41
202600, 41
202700, 41
202800, 41
202900, 41
203000, 41
203100, 41
203200, 41
203300, 41
203400, 41
203500, 41
203600, 41
203700, 41
203800, 41
203900, 41
204000, 41
204100, 41
204200, 41
204300, 41
204400, 41
204500, 41
204600, 41
204700, 41
204800, 41
204900, 41
205000, 41
205100, 41
205200, 41
205300, 41
205400, 41
205500, 41
205600, 41
205700, 41
205800, 41
205900, 41
206000, 41
206100, 41
206200, 41
206300, 41
206400, 41
206500, 41
206600, 41
206700, 41
206800, 41
206900, 41
207000, 41
207100, 41
207200, 41
207300, 41
207400, 41
207500, 41
207600, 41
207700, 41
207800, 41
207900, 41
208000, 41
208100, 41
208200, 41
208300, 41
208400, 41
208500, 41
208600, 41
208700, 41
208800, 41
208900, 41
209000, 41
209100, 41
209200, 41
209300, 41
209400, 41
209500, 41
209600, 41
209700, 41
209800, 41
209900, 41
210000, 41
210100, 41
210200, 41
210300, 41
210400, 41
210500, 41
210600, 41
210700, 41
210800, 41
210900, 41
211000, 41
211100, 41
211200, 41
211300, 41
211400, 41
211500, 41
211600, 41
211700, 41
211800, 41
211900, 41
212000, 41
212100, 41
212200, 41
212300, 41
212400, 41
212500, 41
212600, 41
212700, 41
212800, 41
212900, 41
213000, 41
213100, 41
213200, 41
213300, 41
213400, 41
213500, 41
213600, 41
213700, 41
213800, 41
213900, 41
214000, 41
214100, 41
214200, 41
214300, 41
214400, 41
214500, 41
214600, 41
214700, 41
214800, 41
214900, 41
215000, 41
215100, 41
215200, 41
215300, 41
215400, 41
215500, 41
215600, 41
215700, 41
215800, 41
215900, 41
216000, 41
216100, 41
216200, 41
216300, 41
216400, 41
216500, 41
216600, 41
216700, 41
216800, 41
216900, 41
217000, 41
217100, 41
217200, 41
217300, 41
217400, 41
217500, 41
217600, 41
217700, 41
217800, 41
217900, 41
218000, 41
218100, 41
218200, 41
218300, 41
218400, 41
218500, 41
218600, 41
218700, 41
218800, 41
218900, 41
219000, 41
219100, 41
219200, 41
219300, 41
219400, 41
219500, 41
219600, 41
219700, 41
219800, 41
219900, 41
220000, 41
220100, 41
220200, 41
220300, 41
220400, 41
220500, 41
220600, 41
220700, 41
220800, 41
220900, 41
221000, 41
221100, 41
221200, 41
221300, 41
221400, 41
221500, 41
221600, 41
221700, 41
221800, 41
221900, 41
222000, 41
222100, 41
222200, 41
222300, 41
222400, 41
222500, 41
222600, 41
222700, 41
222800, 41
222900, 41
223000, 41
223100, 41
223200, 41
223300, 41
223400, 41
223500, 41
223600, 41
223700, 41
223800, 41
223900, 41
224000, 41
224100, 41
224200, 41
224300, 41
224400, 41
224500, 41
224600, 41
224700, 41
224800, 41
224900, 41
225000, 41
225100, 41
225200, 41
225300, 41
225400, 41
225500, 41
225600, 41
225700, 41
225800, 41
225900, 41
226000, 41
226100, 41
226200, 41
226300, 41
226400, 41
226500, 41
226600, 41
226700, 41
226800, 41
226900, 41
227000, 41
227100, 41
227200, 41
227300, 41
227400, 41
227500, 41
227600, 41
227700, 41
227800, 41
227900, 41
228000, 41
228100, 41
228200, 41
228300, 41
228400, 41
228500, 41
228600, 41
228700, 41
228800, 41
228900, 41
229000, 41
229100, 41
229200, 41
229300, 41
229400, 41
229500, 41
229600, 41
229700, 41
229800, 41
229900, 41
230000, 41
230100, 41
230200, 41
230300, 41
230400, 41
230500, 41
230600, 41
230700, 41
230800, 41
230900, 41
231000, 41
231100, 41
231200, 41
231300, 41
231400, 41
231500, 41
231600, 41
231700, 41
231800, 41
231900, 41
232000, 41
232100, 41
232200, 41
232300, 41
232400, 41
232500, 41
232600, 41
232700, 41
232800, 41
232900, 41
233000, 41
